exporter_code,exporter_iso3,gdelt_country_code,year,gdelt_event_count,gdelt_avg_goldstein,gdelt_negative_goldstein_sum,gdelt_mentions,gdelt_avg_tone,gdelt_pressure_score,gdelt_filter_mode
56,BEL,BEL,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
56,BEL,BEL,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
100,BGR,BGR,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
104,MMR,MMR,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
112,BLR,BLR,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
116,KHM,KHM,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
124,CAN,CAN,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
180,COD,COD,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
188,CRI,CRI,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
191,HRV,HRV,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
196,CYP,CYP,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
203,CZE,CZE,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
208,DNK,DNK,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
233,EST,EST,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
246,FIN,FIN,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
251,FRA,FRA,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2014,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2015,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2016,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2017,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2018,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2019,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2020,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2021,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2022,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2023,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
276,DEU,DEU,2024,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
300,GRC,GRC,2008,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
300,GRC,GRC,2009,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
300,GRC,GRC,2010,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
300,GRC,GRC,2011,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
300,GRC,GRC,2012,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
300,GRC,GRC,2013,0,0.0,0.0,0,0.0,0.0,disabled_gdelt
